"ID","TITLE","URL","OWNER","DESCRIPTION","FAVOURITE","ISFAMILY","ISFRIEND","ISPUBLIC","ISPRIMARY","DATETAKEN","DATEUPLOADED","DATEPOSTED","DATEADDED","NTAGS","NCOMMENTS","SECRET","O_URL","ORGINALSECRET","LICENSE"
"4842122895","Me-maw's sewing patterns 2","http://www.flickr.com/photos/stampinmom/4842122895/","33334577@N06","Blogged: <a href=""http://aforestfrolic.typepad.com/a-forest-frolic/2010/07/vintage-sewing-patterns.html"" rel=""nofollow"">aforestfrolic.typepad.com/a-forest-frolic/2010/07/vintage...</a>","false","false","false","true","false",23-JUL-10,08-DEC-10,30-JUL-10,,3,0,"418d007ee4","http://farm5.static.flickr.com/4088/4842122895_175e6427a4_o.jpg","175e6427a4",4
"2269441040","Green Lantern Cap","http://www.flickr.com/photos/nickstone333/2269441040/","7562944@N06","","false","false","false","true","false",16-FEB-08,30-AUG-11,16-FEB-08,,2,0,"a133f61a4a","http://farm3.static.flickr.com/2416/2269441040_a5ff0ee01d_o.jpg","a5ff0ee01d",4
"570195757","bell bottom beauties","http://www.flickr.com/photos/67233922@N00/570195757/","67233922@N00","","false","false","false","true","false",26-MAY-07,19-JUN-07,19-JUN-07,,1,0,"bf0ffab4bc","","",4
"4545524617","j brand jeans+lovestory+white blazer+louis vuitton bag","http://www.flickr.com/photos/lovemaegan/4545524617/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"6078214f50","http://farm5.static.flickr.com/4036/4545524617_ee0998b51f_o.jpg","ee0998b51f",4
"4545524905","j brand jeans+lovestory+white blazer+louis vuitton bag -2","http://www.flickr.com/photos/lovemaegan/4545524905/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"5469bc5577","http://farm5.static.flickr.com/4024/4545524905_d94844da58_o.jpg","d94844da58",4
"4546159086","jimmy choo espadrilles+louis vuitton speedy bag","http://www.flickr.com/photos/lovemaegan/4546159086/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,24-MAY-12,23-APR-10,,8,2,"153d91326a","http://farm5.static.flickr.com/4018/4546159086_135fc63cde_o.jpg","135fc63cde",4
"4545524317","jimmy choo espadrilles+louis vuitton speedy bag+sheepskin","http://www.flickr.com/photos/lovemaegan/4545524317/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"c358bca9af","http://farm5.static.flickr.com/4030/4545524317_f988bae664_o.jpg","f988bae664",4
"4545524407","gold accessories","http://www.flickr.com/photos/lovemaegan/4545524407/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"be54949e69","http://farm5.static.flickr.com/4017/4545524407_2d86f8bedc_o.jpg","2d86f8bedc",4
"4546159618","vintage white blazer with cut-out lapels+pearl necklace","http://www.flickr.com/photos/lovemaegan/4546159618/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"331f8934e1","http://farm5.static.flickr.com/4034/4546159618_a839899458_o.jpg","a839899458",4
"6838184212","Bell-bottoms","http://www.flickr.com/photos/pascalmaramis/6838184212/","69101012@N04","Bell-bottoms are trousers that become wider from the knees downward.

<a href=""http://en.wikipedia.org/wiki/Bell-bottoms"" rel=""nofollow"">en.wikipedia.org/wiki/Bell-bottoms</a>","false","false","false","true","false",15-MAR-12,22-MAR-12,15-MAR-12,,2,4,"74194efd82","http://farm8.static.flickr.com/7201/6838184212_46d6a1e053_o.jpg","46d6a1e053",4
"4545525023","j brand jeans+lovestory+white blazer+louis vuitton bag -3","http://www.flickr.com/photos/lovemaegan/4545525023/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"9b0b8331f6","http://farm5.static.flickr.com/4004/4545525023_712722c58d_o.jpg","712722c58d",4
"4546160226","j brand jeans+lovestory+white blazer+louis vuitton bag -4","http://www.flickr.com/photos/lovemaegan/4546160226/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"7c7d8be7aa","http://farm5.static.flickr.com/4051/4546160226_55fd559c26_o.jpg","55fd559c26",4
"6258824012","Dorking High Street - Oct 2011 - Bellbottom Candid","http://www.flickr.com/photos/gareth1953/6258824012/","40837632@N05","","false","false","false","true","false",14-OCT-11,04-APR-12,18-OCT-11,,15,1,"f09464ae44","http://farm7.static.flickr.com/6152/6258824012_1ded906725_o.jpg","1ded906725",4
"418199883","Bit of copper","http://www.flickr.com/photos/raver_mikey/418199883/","90384027@N00","Eddie's baseball cap","false","false","false","true","false",11-MAR-07,05-JAN-09,12-MAR-07,,7,0,"e91b39838c","http://farm1.static.flickr.com/153/418199883_f19e28d105_o.jpg","f19e28d105",4
"5352638347","Stussy logo","http://www.flickr.com/photos/lydiashiningbrightly/5352638347/","31917220@N07","The Stussy logo on the front of a 2002 Stussy baseball cap.","false","false","false","true","false",13-JAN-11,20-NOV-11,14-JAN-11,,7,0,"edb957c757","http://farm6.static.flickr.com/5201/5352638347_e8cee38a07_o.jpg","e8cee38a07",4
"453245085","Baseball Cap","http://www.flickr.com/photos/joeshlabotnik/453245085/","40646519@N00","A Peanuts-style baseball cap in the garden of the Charles M. Schulz museum.","false","false","false","true","false",03-SEP-05,04-MAR-09,10-APR-07,,8,1,"f49c41c0cf","http://farm1.static.flickr.com/240/453245085_ed321f6e19_o.jpg","ed321f6e19",4
"4546159886","j brand jeans+lovestory+white blazer+louis vuitton bag -1","http://www.flickr.com/photos/lovemaegan/4546159886/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",22-APR-10,10-APR-12,23-APR-10,,8,0,"491085360f","http://farm5.static.flickr.com/4010/4546159886_3693c75d07_o.jpg","3693c75d07",4
"5887144576","Cool kid Project 365(3) Day 148","http://www.flickr.com/photos/elwillo/5887144576/","34673186@N03","We bought Molly a Minnie Mouse baseball cap yesterday morning but somehow she seemed to prefer daddy's NY cap - rapper style - back to front.","false","false","false","true","false",29-JUN-11,30-JUN-11,30-JUN-11,,5,1,"e10a4c0dfd","http://farm6.static.flickr.com/5276/5887144576_eaf623d0d9_o.jpg","eaf623d0d9",4
"6307940544","yankee corner cake","http://www.flickr.com/photos/35765813@N04/6307940544/","35765813@N04","Yankee stadium field with baseball cap","false","false","false","true","false",02-NOV-11,03-NOV-11,03-NOV-11,,6,0,"f3a5958802","","",4
"4870586166","vintage pouf sleeve peplum jacket+j brand bell bottoms+louis vuitton bag+tom ford sunglasses","http://www.flickr.com/photos/lovemaegan/4870586166/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",05-AUG-10,10-APR-12,08-AUG-10,,12,0,"5bff7ef990","http://farm5.static.flickr.com/4075/4870586166_aa6a06796b_o.jpg","aa6a06796b",4
"5001388876","Bell Bottoms!","http://www.flickr.com/photos/ke9v/5001388876/","42381146@N00","Not sure of the guy on the left;  Bob Hill, maybe Debbie Stokes, Stokes Son, Ora Stokes, Arnold Stokes
","false","false","false","true","false",18-SEP-10,16-OCT-10,18-SEP-10,,0,0,"ecb0f0a462","http://farm5.static.flickr.com/4147/5001388876_79616f7c7a_o.jpg","79616f7c7a",4
"4870586482","velvet angels shoes+mint and gold wedges","http://www.flickr.com/photos/lovemaegan/4870586482/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",05-AUG-10,10-APR-12,08-AUG-10,,12,0,"e0424bbb7e","http://farm5.static.flickr.com/4116/4870586482_d918c97459_o.jpg","d918c97459",4
"4869974607","peplum jacket+pouf sleeve jacket+mint jacket+vintage ungaro jacket","http://www.flickr.com/photos/lovemaegan/4869974607/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",05-AUG-10,10-APR-12,08-AUG-10,,12,0,"c0c3d5d68f","http://farm5.static.flickr.com/4116/4869974607_1d131dec6c_o.jpg","1d131dec6c",4
"4869974081","ungaro jacket+bow in the back+peplum jacket+j brand jeans+butt","http://www.flickr.com/photos/lovemaegan/4869974081/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",05-AUG-10,10-APR-12,08-AUG-10,,12,0,"d03b89d181","http://farm5.static.flickr.com/4115/4869974081_ba5a964c7b_o.jpg","ba5a964c7b",4
"3907384714","black-gold-lovestory-jeans-2-","http://www.flickr.com/photos/lovemaegan/3907384714/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",09-SEP-09,10-APR-12,10-SEP-09,,7,0,"c41af52933","http://farm3.static.flickr.com/2570/3907384714_3d0c8925bd_o.jpg","3d0c8925bd",4
"3906606403","black-gold-lovestory-jeans-5","http://www.flickr.com/photos/lovemaegan/3906606403/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",09-SEP-09,14-MAY-12,10-SEP-09,,7,0,"b90da2abcb","http://farm3.static.flickr.com/2669/3906606403_a1445526cf_o.jpg","a1445526cf",4
"3906605919","black-gold-lovestory-jeans-","http://www.flickr.com/photos/lovemaegan/3906605919/","25240867@N04","<a href=""http://www.lovemaegan.com/2009/09/completely-gratuitous-outfit-post_10.html"" rel=""nofollow"">www.lovemaegan.com/2009/09/completely-gratuitous-outfit-p...</a>","false","false","false","true","false",09-SEP-09,14-MAY-12,10-SEP-09,,7,0,"492af58850","http://farm3.static.flickr.com/2544/3906605919_e109fd5995_o.jpg","e109fd5995",4
"3907384882","black-gold-lovestory-jeans-3","http://www.flickr.com/photos/lovemaegan/3907384882/","25240867@N04","<a href=""http://www.lovemaegan.com"" rel=""nofollow"">www.lovemaegan.com</a>","false","false","false","true","false",09-SEP-09,14-MAY-12,10-SEP-09,,7,0,"179cdb8073","http://farm3.static.flickr.com/2565/3907384882_7700f8bc08_o.jpg","7700f8bc08",4
"3939702928","Jeff and his pants","http://www.flickr.com/photos/turgeon/3939702928/","11011239@N00","","false","false","false","true","false",03-SEP-09,21-SEP-09,21-SEP-09,,5,0,"ac2c749e9a","http://farm3.static.flickr.com/2458/3939702928_16eb91ae55_o.jpg","16eb91ae55",4
"5537776768","pastoret","http://www.flickr.com/photos/xavitalleda/5537776768/","46527925@N04","","false","false","false","true","false",06-MAR-11,20-SEP-11,18-MAR-11,,35,3,"6dddf5f74b","http://farm6.static.flickr.com/5140/5537776768_7287296a2b_o.jpg","7287296a2b",4
"2269443138","Green Lantern Cap","http://www.flickr.com/photos/nickstone333/2269443138/","7562944@N06","","false","false","false","true","false",16-FEB-08,30-AUG-11,16-FEB-08,,2,0,"12b7b306be","http://farm3.static.flickr.com/2354/2269443138_ac5d180f0d_o.jpg","ac5d180f0d",4
"5353207348","Stussy: baseball cap","http://www.flickr.com/photos/lydiashiningbrightly/5353207348/","31917220@N07","A 2002 Stussy baseball cap.","false","false","false","true","false",13-JAN-11,14-JUL-11,14-JAN-11,,9,0,"9f4b895189","http://farm6.static.flickr.com/5290/5353207348_11b355d5c7_o.jpg","11b355d5c7",4
"77647131","barretina","http://www.flickr.com/photos/senkreu/77647131/","62802091@N00","C'est moi amb la barretina","false","false","false","true","false",26-DEC-05,25-JAN-10,26-DEC-05,,9,2,"4bf75cfee6","http://farm1.static.flickr.com/40/77647131_4bf75cfee6_o.jpg","4bf75cfee6",4
"5518035370","USS Decatur Sailors man a line while in Bahrain.","http://www.flickr.com/photos/usnavy/5518035370/","56594044@N06","MINA SALMAN, Bahrain (March 9, 2011) Sailors man a line during sea and anchor detail aboard the Arleigh Burke-class guided-missile destroyer USS Decatur (DDG 73). Decatur is on a routine deployment conducting maritime security operations in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 1st Class Jennifer A. Villalovos/Released)






","false","false","false","true","false",09-MAR-11,10-AUG-11,11-MAR-11,,10,0,"79d7111f9d","http://farm6.static.flickr.com/5253/5518035370_08a1369fd4_o.jpg","08a1369fd4",4
"5881881506","Sailors perform a line handling evolution during an underway replenishment","http://www.flickr.com/photos/usnavy/5881881506/","56594044@N06","PACIFIC OCEAN (June 27, 2011) Sailors perform a line handling evolution during an underway replenishment aboard the amphibious transport dock ship USS Cleveland (LPD 7) while participating in Pacific Partnership 2011. Pacific Partnership is a five-month humanitarian assistance initiative that is making port visits to Tonga, Vanuatu, Papua New Guinea, Timor-Leste, and the Federated States of Micronesia. (U.S. Air Force photo by Tech. Sgt. Tony Tolley/Released) 110627-F-HS649-479
","false","false","false","true","false",27-JUN-11,10-AUG-11,28-JUN-11,,12,0,"e342d81628","http://farm6.static.flickr.com/5276/5881881506_7ec4b84eb7_o.jpg","7ec4b84eb7",4
"11295980","baseball caps","http://www.flickr.com/photos/toofarnorth/11295980/","63943575@N00","","false","false","false","true","false",02-MAR-04,21-JAN-09,28-APR-05,,2,0,"f0e65eb576","http://farm1.static.flickr.com/9/11295980_f0e65eb576_o.jpg","f0e65eb576",4
"5208903956","1031085","http://www.flickr.com/photos/fdctsevilla/5208903956/","37667416@N04","&quot;Barretinas&quot;

Ilustraciones de la obra :

<a href=""http://fama.us.es/record=b1348245~S5*spi"" rel=""nofollow"">Lello universal em 2 volumes : novo diccionário encyclopédico luso-brasileiro / organizado e publicado pela Livraria Lello sob a direcçao de Joao Grave e Coelho Netto. - Porto : Lello &amp; Irmao, [1940?]</a>","false","false","false","true","false",26-NOV-10,18-NOV-11,26-NOV-10,,29,0,"f482694f21","http://farm6.static.flickr.com/5247/5208903956_a9ffc77a2c_o.jpg","a9ffc77a2c",4
"5764947674","Sailor pulls in a line aboard the guided-missile destroyer USS Truxtun as the ship prepares to depart","http://www.flickr.com/photos/usnavy/5764947674/","56594044@N06","NORFOLK (May 11, 2011) Fire Controlman 3rd Class John Barton pulls in a line aboard the guided-missile destroyer USS Truxtun (DDG 103) as the ship prepares to depart on its first-ever combat deployment. is deployed as part of the George H.W. Bush Carrier Strike Group and is supporting maritime security operations and theater security cooperation efforts in the U.S. 5th and 6th Fleet areas of responsibility. (U.S. Navy photo by Mass Communication Specialist 3rd Class Kevin J. Steinberg/Released) 110511-N-TB177-314

","false","false","false","true","false",11-MAY-11,22-AUG-11,27-MAY-11,,9,0,"fa93096e9a","http://farm3.static.flickr.com/2582/5764947674_f359f45fb4_o.jpg","f359f45fb4",4
"2118567109","Fira de Santa Llúcia","http://www.flickr.com/photos/jcorrius/2118567109/","15974624@N00","","false","false","false","true","false",13-DEC-07,27-DEC-07,18-DEC-07,,9,0,"4981c7ed86","","",4
"5897706896","Punta de Barretina","http://www.flickr.com/photos/122/5897706896/","56153908@N00","","false","false","false","true","false",02-JUL-11,03-JUL-11,03-JUL-11,,3,0,"629345c2bd","http://farm6.static.flickr.com/5076/5897706896_9dbcc65c15_o.jpg","9dbcc65c15",4
"5537496400","Sailor heaves a line aboard USS Mason during underway replenishment.","http://www.flickr.com/photos/usnavy/5537496400/","56594044@N06","GULF OF ADEN (Feb. 27, 2011) Gunners Mate Seaman Andria Steele heaves a line aboard the guided-missile destroyer USS Mason (DDG 87) during an underway replenishment with the Military Sealift Command fleet replenishment oiler USNS Patuxent (T-AO 201). Mason is deployed as part of the Enterprise Carrier Strike Group supporting maritime security operations and theater security cooperation efforts in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 3rd Class Jeffry A. Willadsen/Released)
","false","false","false","true","false",18-MAR-11,10-AUG-11,18-MAR-11,,12,0,"a456f4ac48","http://farm6.static.flickr.com/5139/5537496400_d90a2e7c06_o.jpg","d90a2e7c06",4
"5912660677","Sailor runs a line through a pulley aboard USS Comstock","http://www.flickr.com/photos/usnavy/5912660677/","56594044@N06","RED SEA (June 21, 2011) Boatswain's Mate 2nd Class Sheraul Gumbs runs a line through a pulley aboard the amphibious dock landing ship USS Comstock (LSD 45) during a connected replenishment with the Military Sealift Command fleet replenishment oiler USNS Tippecanoe (T-AO 199). Comstock is underway supporting maritime security operations and theater security cooperation efforts in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 2nd Class Joseph M. Buliavac/Released) 110621-N-RC734-067
","false","false","false","true","false",21-JUN-11,10-AUG-11,07-JUL-11,,8,0,"6d631fef02","http://farm7.static.flickr.com/6015/5912660677_922c7ffef1_o.jpg","922c7ffef1",4
"5536929733","Sailors man a line during a replenishment at sea aboard USS Carl Vinson.","http://www.flickr.com/photos/usnavy/5536929733/","56594044@N06","ARABIAN SEA (March 4, 2011) Sailors man a line during a replenishment at sea aboard the Nimitz-class aircraft carrier USS Carl Vinson (CVN 70). The Carl Vinson Carrier Strike Group is deployed supporting maritime security operations and theater security cooperation efforts in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 3rd Class Christopher K. Hwang/Released)","false","false","false","true","false",03-MAR-11,10-AUG-11,18-MAR-11,,7,0,"0b2b670ec6","http://farm6.static.flickr.com/5091/5536929733_b6ea0c9ab5_o.jpg","b6ea0c9ab5",4
"2242148301","Els caramels també es mengen","http://www.flickr.com/photos/nuriaijoancarles/2242148301/","70011060@N00","","false","false","false","true","false",03-FEB-08,04-FEB-08,04-FEB-08,,7,0,"c13052231b","http://farm3.static.flickr.com/2179/2242148301_613081a8e4_o.jpg","613081a8e4",4
"5887222545","Sailor wraps a line around a bit aboard USS Truxtun","http://www.flickr.com/photos/usnavy/5887222545/","56594044@N06","DJIBOUTI (June 26, 2011) Cryptologic Technician (Collection) Seaman Recruit Alex Wright wraps a line around a bit aboard the guided-missile destroyer USS Truxtun (DDG 103) as the ship pulls into port in Djibouti. Truxtun is on a routine deployment supporting maritime security operations and theater security cooperation efforts in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 3rd Class Kevin J. Steinberg/Released) 110626-N-TB177-258

","false","false","false","true","false",26-JUN-11,10-AUG-11,30-JUN-11,,10,0,"1a0c40121b","http://farm6.static.flickr.com/5320/5887222545_fbc55f5f4e_o.jpg","fbc55f5f4e",4
"5887787088","USS Truxtun Sailors heave a line as the ship pulls into port in Djibouti","http://www.flickr.com/photos/usnavy/5887787088/","56594044@N06","DJIBOUTI (June 26, 2011) Sailors aboard the guided-missile destroyer USS Truxtun (DDG 103) heave a line as the ship pulls into port in Djibouti. Truxtun is on a routine deployment supporting maritime security operations and theater security cooperation efforts in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 3rd Class Kevin J. Steinberg/Released) 110626-N-TB177-311

","false","false","false","true","false",26-JUN-11,10-AUG-11,30-JUN-11,,10,0,"dc0896cbfe","http://farm6.static.flickr.com/5066/5887787088_fc71ec2184_o.jpg","fc71ec2184",4
"4651839116","Pleased and happy Tibetan monks, in a line waiting for long life blessing, with leity, Tibetan people, Sakya Lamdre, Tharlam Monastery Courtyard, Tibetan Buddhism, Boudha, Kathmandu, Nepal","http://www.flickr.com/photos/wonderlane/4651839116/","71401718@N00","","false","false","false","true","false",03-NOV-07,25-AUG-11,30-MAY-10,,29,12,"d75b71cfa6","http://farm5.static.flickr.com/4044/4651839116_5291da947f_o.jpg","5291da947f",4
"4247714420","His Holiness Dagchen Rinpoche's hand draw a line with a vajra closing the Hevajra Mandala, with senior monks, after the empowerment, Tharlam Monastery of Tibetan Buddhism, Boudha, Kathmandu, Nepal","http://www.flickr.com/photos/wonderlane/4247714420/","71401718@N00","","false","false","false","true","false",15-OCT-07,18-JUN-10,05-JAN-10,,32,5,"ee46a3a96c","http://farm5.static.flickr.com/4069/4247714420_a04f3c4761_o.jpg","a04f3c4761",4
"5408282550","Sailors aboard USS Truxtun heave a line during replenishment.","http://www.flickr.com/photos/usnavy/5408282550/","56594044@N06","ATLANTIC OCEAN (Jan. 26, 2011) Sailors aboard the Arleigh Burke-class guided-missile destroyer USS Truxtun (DDG 103) heave a line during an underway replenishment. Truxtun is conducting a composite training unit exercise as part of the George H.W. Bush Carrier Strike Group to prepare for an upcoming deployment. (U.S. Navy photo by Mass Communication Specialist 3rd Class Richard J. Stevens/Released)
","false","false","false","true","false",26-JAN-11,10-AUG-11,01-FEB-11,,12,0,"6577ae828a","http://farm6.static.flickr.com/5213/5408282550_ee302d992e_o.jpg","ee302d992e",4
"5512436700","Sailor aboard USS McFaul heaves a line as ship returns to Norfolk.","http://www.flickr.com/photos/usnavy/5512436700/","56594044@N06","NORFOLK (Aug. 3, 2010) A Sailor aboard the guided-missile destroyer USS McFaul (DDG 74) heaves a line as the ship returns to Naval Station Norfolk. McFaul is deployed with the Dwight D. Eisenhower Carrier Strike Group on Jan. 2. (U.S. Navy photo by Mass Communication Specialist Seaman Jonathan Sunderman/Released)
","false","false","false","true","false",03-AUG-10,22-AUG-11,09-MAR-11,,9,0,"95c7b5b31a","http://farm6.static.flickr.com/5215/5512436700_b399ef32db_o.jpg","b399ef32db",4
"5494408486","USS Carl Vinson Sailors man a line during underway replenishment.","http://www.flickr.com/photos/usnavy/5494408486/","56594044@N06","ARABIAN SEA (Feb. 25, 2011) Sailors man a line in the hangar bay aboard the Nimitz-class aircraft carrier USS Carl Vinson (CVN 70) during a replenishment at sea. The Carl Vinson Carrier Strike Group is deployed supporting maritime security operations and theater security cooperation efforts in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 3rd Class Travis K. Mendoza/Released)
","false","false","false","true","false",26-FEB-11,10-AUG-11,03-MAR-11,,6,0,"38d145031a","http://farm6.static.flickr.com/5294/5494408486_6404e89af1_o.jpg","6404e89af1",4
"5493814989","USS Carl Vinson Sailors man a line during underway replenishment.","http://www.flickr.com/photos/usnavy/5493814989/","56594044@N06","ARABIAN SEA (Feb. 25, 2011) Sailors man a line in the hangar bay aboard the Nimitz-class aircraft carrier USS Carl Vinson (CVN 70) during a replenishment at sea. The Carl Vinson Carrier Strike Group is deployed supporting maritime security operations and theater security cooperation efforts in the U.S. 5th Fleet area of responsibility. (U.S. Navy photo by Mass Communication Specialist 3rd Class Travis K. Mendoza/Released)
","false","false","false","true","false",26-FEB-11,10-AUG-11,03-MAR-11,,6,0,"4083a6bf97","http://farm6.static.flickr.com/5171/5493814989_27a95cc56a_o.jpg","27a95cc56a",4
