"PHOTO_ID","NOTE_ID","AUTHOR_ID","AUTHOR_NAME","X","Y","W","H","NOTE_TEXT"
"7178371574","72157629779857192","66363694@N02","",57,402,28,28,"hard little nipple so you like teasing men huh"
"7178371574","72157629779866224","66363694@N02","",213,401,39,34,"want to put my cock in here under the bikini string and push those melons together and pump"
"6970637554","72157629545125698","65769409@N03","",17,192,158,87,"nice bikini but sure inside of it much more nice. ;)"
"6970637554","72157629909369429","65769409@N03","",45,52,96,102,"beautiful face with wonderful eyes. Especially when they know how to look deep into ."
"6970637554","72157629545131082","65769409@N03","",31,308,155,190,"mmmm wonderful tummy with beautiful legs."
"6970637554","72157629545133194","65769409@N03","",66,440,43,52,"mmm lovely area which I love to lick in women body."
"133215681","72157614348998795","9968424@N02","",180,130,106,89,"Good catch on the cutie !"
"4829831663","72157625956610420","27189966@N04","",255,230,117,106,"Rural Comfort:
&quot;Landlady, what is that rag doing there?&quot; &quot;Rag? I beg your pardon! That´s the napkin for our better patrons!&quot;"
"4829831663","72157625956616862","27189966@N04","",213,28,120,123,"Way Out
Musicians (collects money): &quot;Please, for the music...&quot;
Farmer: &quot;Here´s Tenpence for me. I´m not paying for my son, I´ve already covered his ears!&quot;"
"4829831663","72157625956782436","27189966@N04","",175,0,184,348,"The smuggled box

Professor Punctual´s rheumatism necessitates for him to spend some weeks at a spa just across the border. His wife can´t come because of the kids so she takes care packing his suitcase, knowing his meticulousness. Meanwhile, he tidies up his study, has the maid swear several times that she won´t touch anything and drops in on his wife for a moment: &quot;Please think of packing this box of cigars. I will have to declare it at customs, but you know I don´t smoke another brand, I´d rather pay more for something I like.&quot; She takes the box and he leaves.

Finally, he sets off. He takes the train and arrives at the border. There is a lot going on at the customs office, many people try to sneak something past the officers. But the Professor is confident and steps up, opens his suitcase and shows the cigar box on top. 
&quot;Anything to declare?&quot;
&quot;Yes, Sir, these cigars.&quot;
The officer is puzzled by this frankness and becomes suspicious. &quot;And nothing else?&quot;
&quot;Nothing!&quot; the Professor smiles innocently. - &quot;Nothing at all?&quot; 
&quot;Please, Sir: see for yourself.&quot;
The officer checks the suitcase. The Professor smiles. People around them start noticing and watching. And then - a triumphant cry from the officer, a dismayed sound from the Professor: the officer presents a second cigar box!
People start murmuring. &quot;What a hypocrite!&quot; &quot;And he looked so innocent!&quot; 
The Professor is fined a lot, both customs and a high penalty, is lectured at and misses his train. 
Finally, late at night, he arrives at his destination, completely exhausted. He checks the ransacked luggage for soap, a comb, brush and so on - and then he notices a telegram on the table. It´s from his wife. &quot;Hope you arrived safely. Forgot to tell you. Your washing things are in the second cigar box.&quot;"
"4901099086","72157624619989825","36495803@N05","",116,64,84,105,"surfer Woman surfing"
"4901099086","72157624619991399","36495803@N05","",128,171,68,95,"bikini legs"
"4901099086","72157624744469892","36495803@N05","",200,151,137,137,"Surfboard"
"6937956342","72157629475565014","65769409@N03","",17,31,116,140,"mmm wonderful legs licky licky."
"6937956342","72157629839842389","65769409@N03","",354,81,68,102,"lovely smile"
"6937956342","72157629475570236","65769409@N03","",232,78,77,103,"mmmm mouth full tits. I liked them"
"7145025035","72157629609131630","34034435@N00","",313,149,105,26,"american white"
"6793345456","72157629285920600","69435544@N00","",18,339,171,101,"You have a pair of delicious breasts for be licked, sucked and be spreaded with hot cum.
You liked to feel your marvellous breasts be smeared with my cum ?"
"6793345456","72157630050738493","79252030@N08","",75,337,56,116,"can put my ..........? wow"
"5733707410","72157626756566544","54004987@N00","",295,130,21,20,"Garfield"
"5733707410","72157626756563540","54004987@N00","",59,127,16,20,"Pony"
"5733707410","72157626631920795","54004987@N00","",88,137,15,15,"Pirol"
"2992559683","72157608573346413","20425995@N00","",348,79,48,33,"Add your note here."
"5426724270","72157625875461985","28930847@N07","",218,69,173,94,"Like her expression. She is full of grace"
"2211542971","72157603781023196","54004987@N00","",99,197,24,37,"Choli"
"2211542971","72157603784388877","54004987@N00","",109,316,25,31,"Dom"
"2211542971","72157603781024606","54004987@N00","",103,145,23,30,"Tiger"
"6822150400","72157630051843771","54477917@N07","",140,193,63,31,"tolle Lippen"
"2211542971","72157603784391309","54004987@N00","",123,107,19,23,"Chayenne"
"4618624285","72157624088829418","54004987@N00","",43,84,50,50,"Mars"
"4618624285","72157623964534265","54004987@N00","",209,86,50,50,"Pirol"
"4618624285","72157624088832128","54004987@N00","",310,114,50,50,"Allegra"
"4618624285","72157624088835466","54004987@N00","",397,198,50,50,"Conciglia"
"4618625337","72157624088845222","54004987@N00","",198,226,50,50,"Wirbel"
"4114950198","72157622788235443","30650913@N08","",43,101,35,65,"Grizzly"
"4114950198","72157622788236549","30650913@N08","",71,89,52,63,"Dachs"
"4114950198","72157622913131482","54004987@N00","",294,158,50,50,"Pellikan"
"4114950198","72157622788709629","54004987@N00","",296,17,50,50,"Shedir"
"4114950198","72157622788710505","54004987@N00","",474,62,26,58,"Choli"
"4114950198","72157623595423443","54004987@N00","",158,121,50,50,"Sirius"
"4114950198","72157623719984524","54004987@N00","",435,176,50,50,"Smile"
"5733707410","72157626756561068","54004987@N00","",148,156,31,31,"Express"
"5733707410","72157626631918009","54004987@N00","",191,135,31,31,"Vega"
"2764629963","72157612210702009","83202873@N00","",64,51,248,117,"I can't believe that I still have this in near mint condition. "
"2765466548","72157612210499965","83202873@N00","",49,45,281,122,"From mi madre to me years ago. I think she found it at a used book shop. Neat!"
"2687730613","72157626763803016","21647809@N04","",118,165,72,58,"O-class tramcar"
"2687730613","72157626639168847","21647809@N04","",70,137,49,39,"R-class tramcar"
"19953522","807771","81438226@N00","",197,274,46,53,"Note plaid <a href=""http://en.wikipedia.org/wiki/Deerstalker"" rel=""nofollow"">deerstalker</a>."
"19953522","807776","81438226@N00","",25,345,63,81,"Not a golfer, surprisingly."
"19953199","807782","81438226@N00","",152,3,107,105,"Note plaid <a href=""http://en.wikipedia.org/wiki/Deerstalker"" rel=""nofollow"">deerstalker</a>."
"2171155662","72157603946393667","88774309@N00","",256,56,169,124,"uggghhhh na na na na"
"3657763705","72157620873915768","37652009@N05","",159,117,67,146,"Sweeth :)"
"3230647374","72157613128430246","69355075@N00","",321,135,50,50,"WANT! Where did you find this?"
"3230647374","72157613128467496","69355075@N00","",4,239,35,38,"This is a common phrase down here."
"3230647374","72157613130151326","47643206@N00","",350,165,21,20,"Kensington Market"
"3230647374","72157619557057661","49568357@N00","",197,133,80,81,"funniest button ever."
"238863149","72157594340658908","87533529@N00","",142,174,46,106,"Ed Romero"
"238863149","72157594340659830","87533529@N00","",57,235,112,198,"If you know who this is, please tell me.  Thanks."
"2837626","109946","85278812@N00","",131,34,117,50,"cache log"
"2837626","109947","85278812@N00","",263,4,50,50,"bug doctor
business card"
"2837626","109948","85278812@N00","",265,162,50,50,"zebra"
"2837626","109949","85278812@N00","",345,224,50,50,"candle"
"2837626","109951","85278812@N00","",136,241,50,50,"candle"
"2837626","109952","85278812@N00","",83,192,36,27,"pencil sharpener"
"2837626","109955","85278812@N00","",110,141,50,50,"Ronald McDonald
bubble wand"
"2837626","109957","85278812@N00","",73,223,52,24,"sea shell"
"2837626","109961","85278812@N00","",72,248,50,24,"electrical connector"
"2837626","109967","85278812@N00","",218,148,33,30,"free Pepsi
(expired)"
"2837626","109969","85278812@N00","",279,95,39,35,"poppy"
"2837626","109971","85278812@N00","",67,88,45,100,"rules of the cache"
"2837626","109974","85278812@N00","",252,122,29,26,"New Brunswick pinpin"
"2837626","109976","85278812@N00","",232,71,39,24,"clothespin"
"2837626","109977","85278812@N00","",269,58,24,30,"marble"
"2837626","109979","85278812@N00","",314,48,50,50,"karate business card"
"2837626","109980","85278812@N00","",254,93,24,30,"Quebec pin"
"2837626","109981","85278812@N00","",219,93,39,29,"button"
"2837626","109982","85278812@N00","",167,154,51,82,"key chain"
"2837626","109983","85278812@N00","",137,88,50,50,"plastic foliage"
"2837626","109984","85278812@N00","",359,293,40,59,"clothes pin"
"2837626","109985","85278812@N00","",188,108,50,50,"note"
"2837626","109986","85278812@N00","",218,222,131,144,"Official map of
Haldiman-Norfolk"
"2837626","109988","85278812@N00","",275,188,24,32,"maple leaf pin"
"2837626","109990","85278812@N00","",211,204,25,25,"Quebec pin"
"7172632405","72157630095083998","53986933@N00","",396,252,104,79,"ladigue_99"
"7172632405","72157630033480473","66052251@N00","",48,299,56,32,"Looks like a modern day petroglyph"
"2650109232","72157606051539962","44124473838@N01","",49,147,317,52,"Left to right: Bobby Doerr, Joe Cronin, Yaz, Teddy Ballgame, Fisk, and the great Jackie Robinson."
"2650109232","72157606055110745","44124473838@N01","",412,0,69,333,"The Pesky Pole. If there's such thing as a Red Sox Lifetime Acheivement award, it belongs to Johnny Pesky."
"5402859129","72157626026236876","29484422@N04","",383,333,59,27,"Carrefour!!  Do you have these over there?  We don't but Olivier does :)
XX"
"5680282292","72157626630344938","39415781@N06","",420,123,55,206,"85 and 87 Cornwall Street"
"5680282292","72157626505788265","39415781@N06","",305,80,99,266,"89 and 91 Cornwall Street"
"5680282292","72157626505789971","39415781@N06","",195,65,100,291,"93 Cornwall Street"
"5680282292","72157626630350938","39415781@N06","",21,20,169,338,"95 Cornwall Street"
"4354081895","72157623304211627","45597134@N03","",114,189,50,50,"?, Explanation Needed"
"4354081895","72157623428826100","35673720@N06","",153,228,18,17,"That would be his weapon of choice ;)"
"4354081895","72157623429464226","40263674@N06","",164,238,16,16,"Isn't it always?  :-)"
"4354081895","72157623304948563","38451115@N04","",141,53,23,21,"Would have used a top hat if I had one..."
"4354081895","72157623308077449","37120866@N04","",47,143,59,34,"That's pretty clever, right there."
"4354081895","72157623433296652","38451115@N04","",35,131,27,25,"It's not my idea originally, I learned it from <a href=""http://www.flickr.com/photos/simons-coffee/4301064684/in/photostream/"">here</a>."
"4354081895","72157623434424314","24681250@N07","",168,243,20,21,"If you fiddle with the settings on this bit then the soldier is blinded..."
"4354081895","72157623434428836","24681250@N07","",146,45,24,24,"I like the Shako. A top hat would make it a civilian model."
"4354081895","72157623318269363","34571516@N00","",138,199,23,28,"hahaha! hose them down!"
"4354081895","72157623562967288","46249324@N08","",175,248,20,19,"and speechless....."
"3375743207","72157615674673503","35168673@N03","",388,92,50,50,"Father in law"
"3375743207","72157615765888304","35168673@N03","",272,68,50,50,"His mum!"
"2402880138","72157604468826685","40098061@N00","",372,179,94,32,"The neurons in the next picture are here"
"441105022","72157623797693929","46833354@N02","",203,425,50,50,"Nice legs and heels!!"
"5954213625","72157627234510148","71401718@N00","",154,20,116,186,"Kalachakra"
"5954213625","72157627110141035","71401718@N00","",28,48,78,108,"Padmasambhava"
"5954213625","72157627234515896","71401718@N00","",341,59,53,118,"Buddha"
"5954213625","72157627110148213","71401718@N00","",109,313,48,88,"His Holiness the 14th Dalai Lama"
"5954213625","72157627111386405","71401718@N00","",362,28,31,31,"Vajra Guruda"
"3242105161","72157613208915470","71401718@N00","",196,13,28,34,"Dorje for closing ritual, with this Rinpoche will draw a line through the colored sand, closing the link between our world and the realm of Hevajra"
"3242105161","72157613169778511","71401718@N00","",259,61,24,33,"In this hand Rinpoche hold a vajra handled bell or drilbu, for making musical offerings at key points during the recitation"
"5975949911","72157627157598423","71401718@N00","",214,280,30,56,"HH The Karmapa (wearing red deity hat signifying red secret bodhicitta)"
"5975949911","72157628106377918","21484776@N00","",180,258,83,55,"HH Karmapa"
"5975949911","72157628106380568","21484776@N00","",310,198,73,85,"HH Dalai Lama"
"3637168822","72157619944369260","94571281@N00","",155,243,177,66,"Rebecca's sarong!"
"4444576795","72157623649874550","36495803@N05","",75,102,101,171,"Arab man shopping for clothes in a designer store"
"4444576795","72157623525355009","36495803@N05","",248,147,171,100,"Fashion Shirts and Clothing Accessories"
"4579033799","72157624020768848","89845080@N00","",157,408,66,92,"I have got to give the model credit, as one who has posed in fetishy boots in the woods before... I know this was NOT easy, especially in those crazy, hot, awesome fetish shoes!"
"144369230","72057594131594308","43264265@N00","",156,213,66,56,"this crack makes me sad"
"282246695","72157594349834894","53133240@N00","",394,228,56,31,"Edge of pillow that's underneath the mattress"
"282246695","72157594349835993","53133240@N00","",360,49,30,90,"Down pillows with flannel pillowcases."
"282246695","72157594349836476","53133240@N00","",96,8,50,50,"Feather pillow for propping various limbs"
"282246695","72157594349837345","53133240@N00","",345,175,50,50,"Edge of feather bed, which is not really made of feathers, but rather some down alternative."
"282246695","72157594349838495","53133240@N00","",192,264,50,50,"Heavy 6 oz. flannel sheets, about as warm as you can get. Very useful in a drafty old farmhouse with little insulation. "
"282246695","72157594349839475","53133240@N00","",73,125,50,50,"Down laprobe that adds spot heat to cold feet or shoulders. It can easily be tossed off if not needed. "
"282246695","72157594349840782","53133240@N00","",93,315,50,50,"Heavy flannet covering for down comforter. The cats love it, and it keeps cat hair and spit-up off the comforter proper. In summer, this is replaced with a cotton cover. "
"282246695","72157594351961957","53133240@N00","",155,112,91,36,"Do YOU remove the Do Not Remove Under Penalty of Something Awful tags?"
"4135433566","72157622761452143","22714323@N06","",221,49,50,50,"here I am!"
"3435827496","72157616677638736","22714323@N06","",233,94,50,50,"Here I am!"
"4359631761","72157623441976392","27734825@N07","",82,298,64,64,"NGC 4594 / NGC 4594 / M 104 / Sombrero galaxy"
"4562312785","72157623955353690","46186479@N02","",358,311,50,50,"Baby Knot Hat - Melon/Pink

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=231"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId...</a>"
"4562312785","72157623830968149","46186479@N02","",139,162,50,50,"Baby Knot Hat - Red Logo Print

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=63"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId=63</a>"
"2511859142","72157619230612913","33786739@N08","",311,74,38,37,"I think it's kamshots's camera."
"4639027425","72157624014009901","27813559@N07","",177,176,179,55,"Lovely eyes~"
"4639027425","72157624138567088","7554822@N05","",164,156,50,50,"... berlakon tu Taro ;P"
"2615310307","72157605848245969","37461569@N00","",423,0,77,192,"Who is there? Who knows?"
"2615310307","72157605848279949","37461569@N00","",210,155,104,267,"Shocking contrast"
"4562312785","72157623955355358","46186479@N02","",100,58,50,50,"Baby Knot Hat - Zebra

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=376"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId...</a>
"
"4562312785","72157623955355960","46186479@N02","",418,7,50,50,"Baby Knot Hat - Butterfly Print

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=64"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId=64</a>"
"4562943492","72157623830960751","46186479@N02","",303,74,50,50,"Baby Knot Hat - Zebra

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=376"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId...</a>"
"4562943492","72157623830961379","46186479@N02","",99,239,50,50,"Baby Knot Hat - Melon/Pink

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=231"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId...</a>"
"4562943492","72157623955348810","46186479@N02","",342,163,50,50,"Baby Knot Hat - Butterfly Print

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=64"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId=64</a>"
"4562943492","72157623955349482","46186479@N02","",155,144,50,50,"Baby Knot Hat - Red Logo Print

<a href=""http://www.ohbabylondon.com/index.php?act=viewProd&amp;productId=63"" rel=""nofollow"">www.ohbabylondon.com/index.php?act=viewProd&amp;productId=63</a>"
"6941170642","72157629474972872","27734825@N07","",224,133,45,45,"NGC 4594 / M 104 / Sombrero galaxy"
"5395219146","72157625922649130","24326886@N03","",0,0,500,333,"ant, cajas de cartón
sig, muchos sombreros"
"2863923148","72157607331773285","36998705@N00","",360,132,94,64,"The eye of the octopus. The arms (not tentacles) wrap down and up from there."
