Url,Q1ExpertVote,Q1NonExpertVote,Q1CountYes,Q1CountNo,Q1CountNotsure,Q1CountNoAgreement,Q2ExpertVote,Q2NonExpertVote,Q2CountYes,Q2CountNo,Q2CountNotsure,Q2CountNoAgreement
http://farm8.static.flickr.com/7098/7188095217_2cbc350fa3.jpg,Yes,No,1,1,0,0,Yes,No,1,1,0,0
http://farm6.static.flickr.com/5051/5455760061_dbb7772595.jpg,NoAgreement,Yes,1,0,0,1,No,No,0,2,0,0
http://farm6.static.flickr.com/5056/5455767075_5e592041be.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm6.static.flickr.com/5060/5455767711_036da824f0.jpg,Yes,Yes,2,0,0,0,No,Yes,1,1,0,0
http://farm6.static.flickr.com/5094/5455769833_89fa9b50e2.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm2.static.flickr.com/1104/527949800_bd026dfbf6.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm2.static.flickr.com/1149/528040949_293000deae.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2475/3886734104_8c688b240f.jpg,Yes,No,1,1,0,0,Yes,NoAgreement,1,0,0,1
http://farm3.static.flickr.com/2514/4192542152_892b5c4635.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4045/4192541210_b760bbf929.jpg,NoAgreement,Yes,1,0,0,1,No,No,0,2,0,0
http://farm6.static.flickr.com/5010/5279428064_6996223b6a.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm7.static.flickr.com/6065/6048001994_7385611e11.jpg,Yes,Yes,2,0,0,0,Notsure,No,0,1,1,0
http://farm7.static.flickr.com/6210/6048002148_c6eb89ce36.jpg,Yes,Yes,2,0,0,0,Yes,No,1,1,0,0
http://farm3.static.flickr.com/2158/2035859798_353d9fdf84.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2422/3630472496_6205125419.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2425/3629656635_716de47cc4.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2431/3590971077_be7960152e.jpg,Yes,No,1,1,0,0,No,No,0,2,0,0
http://farm4.static.flickr.com/3254/3048463345_c0c944b874.jpg,Yes,No,1,1,0,0,No,Yes,1,1,0,0
http://farm4.static.flickr.com/3358/3626456803_eebea7d7ab.jpg,Yes,No,1,1,0,0,Yes,No,1,1,0,0
http://farm4.static.flickr.com/3366/3591779904_458ff8a21a.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm4.static.flickr.com/3602/3624522808_e0c9cbb491.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2167/5705179109_b9f574367d.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2313/2521470795_173dd39df2.jpg,Yes,NoAgreement,1,0,0,1,Yes,NoAgreement,1,0,0,1
http://farm7.static.flickr.com/6189/6124193493_b0f47403fb.jpg,Yes,No,1,1,0,0,No,No,0,2,0,0
http://farm9.static.flickr.com/8168/7236580042_5bd1daa948.jpg,Yes,No,1,1,0,0,Yes,Yes,2,0,0,0
http://farm9.static.flickr.com/8019/7198427240_e973037424.jpg,Yes,Yes,2,0,0,0,NoAgreement,No,0,1,0,1
http://farm9.static.flickr.com/8142/7185083986_ea6142def3.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm9.static.flickr.com/8144/7198425268_6af7096b80.jpg,Yes,Yes,2,0,0,0,Yes,No,1,1,0,0
http://farm9.static.flickr.com/8157/7198426016_3720932e51.jpg,Yes,Yes,2,0,0,0,Yes,No,1,1,0,0
http://farm4.static.flickr.com/3577/3471615294_5e7f0ae9e9.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm6.static.flickr.com/5116/6896777466_c947aaa86f.jpg,No,Yes,1,1,0,0,NoAgreement,Yes,1,0,0,1
http://farm7.static.flickr.com/6007/5937029824_fb8cc86229.jpg,Yes,Yes,2,0,0,0,Notsure,Yes,1,0,1,0
http://farm4.static.flickr.com/3382/3512738848_90c592ec43.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm4.static.flickr.com/3654/3508792729_75b9027c28.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm8.static.flickr.com/7219/7314422050_57567e8dbf.jpg,Yes,No,1,1,0,0,No,No,0,2,0,0
http://farm9.static.flickr.com/8163/7329637046_31633fc828.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm3.static.flickr.com/2431/3901163043_c2de6d831b.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2462/3901934546_fb3736cc3f.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2474/3901953112_c9d613d554.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2495/3901154545_b31d749a40.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2559/3901162289_2d42898ba4.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2608/3901940274_f1ba6fd465.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2652/3901941292_6fc4879637.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm1.static.flickr.com/41/75860910_f35cfe5769.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm1.static.flickr.com/45/111591174_8b4ec3c6a0.jpg,Yes,Yes,2,0,0,0,NoAgreement,NoAgreement,0,0,0,2
http://farm5.static.flickr.com/4075/4938565987_876dc2a8c7.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4140/4938555889_656a8f7d9e.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm6.static.flickr.com/5209/5293810891_5b8143594e.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm6.static.flickr.com/5286/5231997835_5ac85ebb6d.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm7.static.flickr.com/6060/6321593937_0c095a2c08.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm7.static.flickr.com/6119/6322116984_a129c67999.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm7.static.flickr.com/6219/6322116582_25a7103361.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm1.static.flickr.com/241/455572466_32df37715d.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm1.static.flickr.com/28/66938001_b44ead143f.jpg,No,No,0,2,0,0,NoAgreement,Yes,1,0,0,1
http://farm1.static.flickr.com/3/4497496_72afd23766.jpg,No,No,0,2,0,0,NoAgreement,Yes,1,0,0,1
http://farm1.static.flickr.com/3/6063842_ea05f67dd0.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm1.static.flickr.com/4/4502737_1f2bad7fbc.jpg,Yes,Yes,2,0,0,0,NoAgreement,Yes,1,0,0,1
http://farm1.static.flickr.com/45/184618898_d4798e0d0a.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm1.static.flickr.com/6/5627258_e613eb02da.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4081/4942337889_71b3c09c67.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4099/4738704998_0581670b1c.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4102/4738706264_12312a5231.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4118/4738074601_3f010c3e48.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm6.static.flickr.com/5066/5600215736_b6d0ac73a9.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm6.static.flickr.com/5104/5697652862_7d4dcfca3e.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm8.static.flickr.com/7160/6596976717_508d4a7dfa.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm8.static.flickr.com/7174/6593094229_fc3cdb4a6f.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2148/2050147473_7d7a9a18e4.jpg,Yes,Yes,2,0,0,0,Yes,No,1,1,0,0
http://farm3.static.flickr.com/2206/1794745094_66c935affa.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4033/4638109230_8f804510f0.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4052/4578419090_f8d8a9a566.jpg,Yes,Yes,2,0,0,0,No,NoAgreement,0,1,0,1
http://farm3.static.flickr.com/2406/2160153132_daf72814f4.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2562/3931336269_5764a1963d.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2570/4100523267_e065d51fac.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2702/4499351242_3b5eb8bae2.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2714/4100528633_a506bdc9e8.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3038/2745259366_309d32f6c1.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3055/2779198240_a69452f112.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3061/3096983728_c3dd5633b2.jpg,Yes,Yes,2,0,0,0,Notsure,Yes,1,0,1,0
http://farm4.static.flickr.com/3190/2919992019_4ef5ea6074.jpg,Yes,Yes,2,0,0,0,NoAgreement,Yes,1,0,0,1
http://farm4.static.flickr.com/3435/3932118888_8d57425b2d.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3446/3931336027_13913eafc0.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3500/3931335699_197f10e8e3.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm1.static.flickr.com/44/152417337_971f19ae63.jpg,Yes,No,1,1,0,0,No,Yes,1,1,0,0
http://farm1.static.flickr.com/64/212181873_243799bf34.jpg,Yes,No,1,1,0,0,No,No,0,2,0,0
http://farm2.static.flickr.com/1018/689282021_f209b0d321.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm3.static.flickr.com/2006/2533775597_bb0ebc13a3.jpg,Yes,No,1,1,0,0,No,Yes,1,1,0,0
http://farm3.static.flickr.com/2686/4138270810_bf9eee13f4.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2695/4138269750_8fc8a70b76.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2701/4138270204_f5037b4a0c.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2704/4351408344_77e27b431e.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2705/4138270068_fd9f2fb965.jpg,Yes,Yes,2,0,0,0,NoAgreement,Yes,1,0,0,1
http://farm3.static.flickr.com/2734/4137506541_a572c782a6.jpg,Yes,Yes,2,0,0,0,NoAgreement,Yes,1,0,0,1
http://farm3.static.flickr.com/2750/4137506027_53ab1ca2cf.jpg,Yes,Yes,2,0,0,0,NoAgreement,Yes,1,0,0,1
http://farm3.static.flickr.com/2770/4137506623_6bc610b9c9.jpg,Yes,Yes,2,0,0,0,NoAgreement,Yes,1,0,0,1
http://farm3.static.flickr.com/2785/4138270274_093c99b3ae.jpg,Yes,No,1,1,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2802/4137506375_575f7a6ee0.jpg,Yes,No,1,1,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3039/3056008617_119a2094b2.jpg,No,No,0,2,0,0,Notsure,No,0,1,1,0
http://farm4.static.flickr.com/3189/2534590488_86461d0c6e.jpg,Yes,No,1,1,0,0,Yes,No,1,1,0,0
http://farm4.static.flickr.com/3073/2649863747_f206f7834c.jpg,Yes,No,1,1,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3085/3210320193_ae7239a1f2.jpg,Yes,No,1,1,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3094/3083952191_e1e7740d4b.jpg,Yes,No,1,1,0,0,Yes,Yes,2,0,0,0
http://farm4.static.flickr.com/3109/2795308091_dd557cf0ac.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4129/4844270285_dd016d752d.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4134/4851393326_b84f45837d.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4138/4774382063_f97f83c5dc.jpg,Yes,NoAgreement,1,0,0,1,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2692/4392709283_420d294d28.jpg,Yes,No,1,1,0,0,Notsure,No,0,1,1,0
http://farm3.static.flickr.com/2692/4392765765_2093681911.jpg,Yes,No,1,1,0,0,Notsure,No,0,1,1,0
http://farm3.static.flickr.com/2698/4464722562_0289159ea1.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm3.static.flickr.com/2699/4431205161_569e30b85f.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4012/4464717448_bae8f4d5c8.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4015/4465295747_9329ae7f13.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4019/4392744443_1dbbb3dcfa.jpg,Yes,No,1,1,0,0,Notsure,No,0,1,1,0
http://farm5.static.flickr.com/4020/4323035776_2bca258810.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4022/4392690113_a84ccb3b20.jpg,NoAgreement,NoAgreement,0,0,0,2,NoAgreement,No,0,1,0,1
http://farm5.static.flickr.com/4022/4465299495_3acb74a2ac.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4024/4463936409_d5ae17dc8c.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4025/4393529752_4505cc48be.jpg,No,NoAgreement,0,1,0,1,No,NoAgreement,0,1,0,1
http://farm5.static.flickr.com/4029/4671707597_f22a6aa240.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4031/4393559566_15f31e0d55.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4032/4392739943_8594eea331.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4033/4392713219_4837ea7277.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4047/4431200221_c50eec377e.jpg,Yes,Yes,2,0,0,0,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4051/4392717085_96e7e9b807.jpg,Yes,NoAgreement,1,0,0,1,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4053/4393517436_f8738bfbc0.jpg,Yes,NoAgreement,1,0,0,1,Yes,Yes,2,0,0,0
http://farm5.static.flickr.com/4054/4393450752_ce4d20c738.jpg,Yes,Yes,2,0,0,0,Notsure,Yes,1,0,1,0
http://farm3.static.flickr.com/2654/4167451894_df1e8463bd.jpg,Yes,Yes,2,0,0,0,No,NoAgreement,0,1,0,1
http://farm4.static.flickr.com/3017/2942053740_dd244ea5d7.jpg,Yes,Yes,2,0,0,0,No,NoAgreement,0,1,0,1
http://farm4.static.flickr.com/3050/2706101206_d91ccce56c.jpg,Yes,Yes,2,0,0,0,No,No,0,2,0,0
http://farm4.static.flickr.com/3270/2678259310_a1c0a88624.jpg,Yes,Yes,2,0,0,0,No,NoAgreement,0,1,0,1
http://farm4.static.flickr.com/3343/4626642998_3e8144fc66.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm4.static.flickr.com/3344/4635707060_8d55130a24.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm4.static.flickr.com/3375/4629619544_027edd6762.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm4.static.flickr.com/3385/4635706386_0d113ab385.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4042/4631845074_6d34e6c096.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4046/4626178535_172d436291.jpg,No,No,0,2,0,0,No,No,0,2,0,0
http://farm5.static.flickr.com/4052/4629598088_0c861c727e.jpg,No,No,0,2,0,0,No,No,0,2,0,0
